symbol,source,raw
CHFDKK,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -11.963799999999999, ""swap_short"": -6.7009, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""DKK"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Danish Krona"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFDKK"", ""page"": """", ""path"": ""Forex\\CHFDKK""}"
CHFHUF,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 100.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -20058.3, ""swap_short"": 13510.75, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""HUF"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Hungarian Florint"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFHUF"", ""page"": """", ""path"": ""Forex\\CHFHUF""}"
CHFJPY,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 3, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 7, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 0.001, ""trade_tick_value"": 0.6340148993501348, ""trade_tick_value_profit"": 0.6340148993501348, ""trade_tick_value_loss"": 0.6340993253183178, ""trade_tick_size"": 0.001, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 500.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -0.5, ""swap_short"": -0.1, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""CHF"", ""currency_profit"": ""JPY"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Yen"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFJPY"", ""page"": ""https://www.mql5.com/en/quotes/currencies/chfjpy"", ""path"": ""Forex\\CHFJPY""}"
CHFMXN,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 5, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 500.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": 0.0, ""swap_short"": 0.0, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""CHF"", ""currency_profit"": ""MXN"", ""currency_margin"": ""USD"", ""bank"": """", ""description"": ""Swiss Franc vs Mexican Peso"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFMXN"", ""page"": """", ""path"": ""Forex\\CHFMXN""}"
CHFNOK,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -97.4621, ""swap_short"": 1.5334840299999999, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""NOK"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Norwegian Krona"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFNOK"", ""page"": """", ""path"": ""Forex\\CHFNOK""}"
CHFPLN,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -153.9092, ""swap_short"": 2.71653457, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""PLN"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Zloty"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFPLN"", ""page"": """", ""path"": ""Forex\\CHFPLN""}"
CHFSEK,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.10776268501505985, ""trade_tick_value_profit"": 0.10776268501505985, ""trade_tick_value_loss"": 0.10802215750494742, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -41.3253, ""swap_short"": -7.5998, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""SEK"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Swedish Krona"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFSEK"", ""page"": """", ""path"": ""Forex\\CHFSEK""}"
CHFSGD,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -31.0442, ""swap_short"": -16.26, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""SGD"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs Singapore Dollar"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFSGD"", ""page"": """", ""path"": ""Forex\\CHFSGD""}"
CHFTRY,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -1818.4784, ""swap_short"": -69.0708, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""TRY"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs New Turkish Lira"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFTRY"", ""page"": """", ""path"": ""Forex\\CHFTRY""}"
CHFZAR,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -300.0764, ""swap_short"": 33.48590745, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""CHF"", ""currency_profit"": ""ZAR"", ""currency_margin"": ""CHF"", ""bank"": """", ""description"": ""Swiss Franc vs South African Rand"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""CHFZAR"", ""page"": """", ""path"": ""Forex\\CHFZAR""}"
