symbol,source,raw
GBPTRY,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 3, ""filling_mode"": 3, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 100000.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -164.853, ""swap_short"": 75.43, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""GBP"", ""currency_profit"": ""TRY"", ""currency_margin"": ""GBP"", ""bank"": """", ""description"": ""Great Britan Pound vs Turkish Lira"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""GBPTRY"", ""page"": """", ""path"": ""Forex\\GBPTRY""}"
GBPUSD,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": true, ""visible"": true, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 1766188739, ""digits"": 5, ""spread"": 56, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 7, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 1.3372, ""bidhigh"": 1.3394, ""bidlow"": 1.33569, ""ask"": 1.33776, ""askhigh"": 1.33947, ""asklow"": 1.33571, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 1.0, ""trade_tick_value_profit"": 1.0, ""trade_tick_value_loss"": 1.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 500.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -0.2, ""swap_short"": -2.2, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 1.33769, ""session_close"": 1.33815, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": -0.071, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""GBP"", ""currency_profit"": ""USD"", ""currency_margin"": ""GBP"", ""bank"": """", ""description"": ""Pound Sterling vs US Dollar"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""GBPUSD"", ""page"": ""https://www.mql5.com/en/quotes/currencies/gbpusd"", ""path"": ""Forex\\GBPUSD""}"
GBPZAR,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 3, ""filling_mode"": 3, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 100000.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -449.93, ""swap_short"": 246.71, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""GBP"", ""currency_profit"": ""ZAR"", ""currency_margin"": ""GBP"", ""bank"": """", ""description"": ""Great Britan vs South Africa Rand"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""GBPZAR"", ""page"": """", ""path"": ""Forex\\GBPZAR""}"
HKDJPY,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 3, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 0.001, ""trade_tick_value"": 0.6340148993501348, ""trade_tick_value_profit"": 0.6340148993501348, ""trade_tick_value_loss"": 0.6340993253183178, ""trade_tick_size"": 0.001, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -0.4232, ""swap_short"": -0.3818, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""HKD"", ""currency_profit"": ""JPY"", ""currency_margin"": ""HKD"", ""bank"": """", ""description"": ""Hong Kong Dollar vs Japanese Yen"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""HKDJPY"", ""page"": """", ""path"": ""Forex\\HKDJPY""}"
MXNJPY,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 4, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 0.0001, ""trade_tick_value"": 0.06340148993501346, ""trade_tick_value_profit"": 0.06340148993501346, ""trade_tick_value_loss"": 0.06340993253183178, ""trade_tick_size"": 0.0001, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": 6.06723333, ""swap_short"": -243.8531868, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""MXN"", ""currency_profit"": ""JPY"", ""currency_margin"": ""MXN"", ""bank"": """", ""description"": ""Mexican Peso vs Japanese Yen"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""MXNJPY"", ""page"": """", ""path"": ""Forex\\MXNJPY""}"
NOKDKK,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.0, ""trade_tick_value_profit"": 0.0, ""trade_tick_value_loss"": 0.0, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -2.0651, ""swap_short"": -12.981, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""NOK"", ""currency_profit"": ""DKK"", ""currency_margin"": ""NOK"", ""bank"": """", ""description"": ""Norwegian Krona vs Danish Krona"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""NOKDKK"", ""page"": """", ""path"": ""Forex\\NOKDKK""}"
NOKJPY,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 3, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 15, ""filling_mode"": 1, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 0.001, ""trade_tick_value"": 0.6340148993501348, ""trade_tick_value_profit"": 0.6340148993501348, ""trade_tick_value_loss"": 0.6340993253183178, ""trade_tick_size"": 0.001, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 200.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": 0.0145, ""swap_short"": -6.30513773, ""margin_initial"": 100000.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 0.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": ""Exotic"", ""currency_base"": ""NOK"", ""currency_profit"": ""JPY"", ""currency_margin"": ""NOK"", ""bank"": """", ""description"": ""Norwegian Krona vs Japanese Yen"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""NOKJPY"", ""page"": """", ""path"": ""Forex\\NOKJPY""}"
NOKSEK,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 3, ""filling_mode"": 3, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.10776268501505985, ""trade_tick_value_profit"": 0.10776268501505985, ""trade_tick_value_loss"": 0.10802215750494742, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.01, ""volume_max"": 100000.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": 1.537, ""swap_short"": -8.533, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""NOK"", ""currency_profit"": ""SEK"", ""currency_margin"": ""NOK"", ""bank"": """", ""description"": ""Norway Krone vn Sweden Krona"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""NOKSEK"", ""page"": """", ""path"": ""Forex\\NOKSEK""}"
NZDCAD,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 7, ""filling_mode"": 3, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 0.7243699792105817, ""trade_tick_value_profit"": 0.7243699792105817, ""trade_tick_value_loss"": 0.7247059505605602, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.1, ""volume_max"": 100.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -3.0, ""swap_short"": -7.1, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""NZD"", ""currency_profit"": ""CAD"", ""currency_margin"": ""NZD"", ""bank"": """", ""description"": ""New Zealand Dollar vs Canadian Dollar"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""NZDCAD"", ""page"": ""https://www.mql5.com/en/quotes/currencies/nzdcad"", ""path"": ""Forex\\NZDCAD""}"
NZDCHF,MT5,"{""custom"": false, ""chart_mode"": 0, ""select"": false, ""visible"": false, ""session_deals"": 0, ""session_buy_orders"": 0, ""session_sell_orders"": 0, ""volume"": 0, ""volumehigh"": 0, ""volumelow"": 0, ""time"": 0, ""digits"": 5, ""spread"": 0, ""spread_float"": true, ""ticks_bookdepth"": 32, ""trade_calc_mode"": 0, ""trade_mode"": 4, ""start_time"": 0, ""expiration_time"": 0, ""trade_stops_level"": 0, ""trade_freeze_level"": 0, ""trade_exemode"": 2, ""swap_mode"": 1, ""swap_rollover3days"": 3, ""margin_hedged_use_leg"": false, ""expiration_mode"": 7, ""filling_mode"": 3, ""order_mode"": 127, ""order_gtc_mode"": 0, ""option_mode"": 0, ""option_right"": 0, ""bid"": 0.0, ""bidhigh"": 0.0, ""bidlow"": 0.0, ""ask"": 0.0, ""askhigh"": 0.0, ""asklow"": 0.0, ""last"": 0.0, ""lasthigh"": 0.0, ""lastlow"": 0.0, ""volume_real"": 0.0, ""volumehigh_real"": 0.0, ""volumelow_real"": 0.0, ""option_strike"": 0.0, ""point"": 1e-05, ""trade_tick_value"": 1.2560604918732887, ""trade_tick_value_profit"": 1.2560604918732887, ""trade_tick_value_loss"": 1.2575452716297786, ""trade_tick_size"": 1e-05, ""trade_contract_size"": 100000.0, ""trade_accrued_interest"": 0.0, ""trade_face_value"": 0.0, ""trade_liquidity_rate"": 0.0, ""volume_min"": 0.1, ""volume_max"": 100.0, ""volume_step"": 0.01, ""volume_limit"": 0.0, ""swap_long"": -2.8, ""swap_short"": -6.8, ""margin_initial"": 0.0, ""margin_maintenance"": 0.0, ""session_volume"": 0.0, ""session_turnover"": 0.0, ""session_interest"": 0.0, ""session_buy_orders_volume"": 0.0, ""session_sell_orders_volume"": 0.0, ""session_open"": 0.0, ""session_close"": 0.0, ""session_aw"": 0.0, ""session_price_settlement"": 0.0, ""session_price_limit_min"": 0.0, ""session_price_limit_max"": 0.0, ""margin_hedged"": 100000.0, ""price_change"": 0.0, ""price_volatility"": 0.0, ""price_theoretical"": 0.0, ""price_greeks_delta"": 0.0, ""price_greeks_theta"": 0.0, ""price_greeks_gamma"": 0.0, ""price_greeks_vega"": 0.0, ""price_greeks_rho"": 0.0, ""price_greeks_omega"": 0.0, ""price_sensitivity"": 0.0, ""basis"": """", ""category"": """", ""currency_base"": ""NZD"", ""currency_profit"": ""CHF"", ""currency_margin"": ""NZD"", ""bank"": """", ""description"": ""New Zealand Dollar vs Swiss Franc"", ""exchange"": """", ""formula"": """", ""isin"": """", ""name"": ""NZDCHF"", ""page"": ""https://www.mql5.com/en/quotes/currencies/nzdchf"", ""path"": ""Forex\\NZDCHF""}"
